Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;Bruno Sabiniewicz wynajem multimediów;2026-07-28;Piechnik Piotr;Nowa;5 460,00 zł;145,00 zł;40,00 zł;0,00 zł;1 600,00 zł;0,00 zł;7 245,00 zł;
