Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Prąd;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;Inspire/ XXIV Sympozjum Sekcji Anestezjologii i Intensywnej Terapii Dziecięcej PTAiIT/ Łódź;2026-07-31 10:55:20;Pazder Antoni;Nowa;14 170,00 zł;968,50 zł;3 367,00 zł;1 963,00 zł;364,00 zł;513,50 zł;4 300,00 zł;11 600,00 zł;0,00 zł;37 246,00 zł;
