Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Transport;Obsługa;Inne;Suma;
;Anna Maroń-Nowak/Kino Plenerowe/Kochanowice, obok Lublińca/Mateusz Nowak/2026;2026-07-12;Piechnik Piotr;Nowa;3 867,50 zł;26,65 zł;1 495,00 zł;510,00 zł;3 400,00 zł;97,50 zł;9 396,65 zł;
