Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Kratownice / Podesty / Elementy montażowe;Transport;Obsługa;Inne;Suma;
;Inspire/ V Warszawskie Forum Okulistyczne;2026-07-15 06:45:32;Pazder Antoni;Nowa;6 150,00 zł;1 200,00 zł;3 200,00 zł;0,00 zł;10 550,00 zł;
