Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Transport;Obsługa;Inne;Suma;
;Volvo Car / kino letnie / Kraków;2026-07-30;Piechnik Piotr;Nowa;2 470,00 zł;55,25 zł;650,00 zł;500,00 zł;2 400,00 zł;0,00 zł;6 075,25 zł;
