Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Nagłośnienie;Transport;Obsługa;Inne;Suma;
;EQSM/VI Spotkania z RODO/Hotel Lechicka Poznań/2026;2026-08-14;Piechnik Piotr;Nowa;3 804,00 zł;720,00 zł;250,00 zł;5 200,00 zł;0,00 zł;9 974,00 zł;
