Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Transport;Obsługa;Inne;Suma;
;CKIS w Rajczy/Kino Plenerowe;2026-07-01;Piechnik Piotr;Nowa;2 216,50 zł;13,00 zł;650,00 zł;530,00 zł;1 600,00 zł;1 000,00 zł;6 009,50 zł;
