Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;Evenstream/ dioda/ Poznań/ 2026;2026-07-23 08:12:53;Pazder Antoni;Nowa;3 282,00 zł;324,00 zł;48,00 zł;300,00 zł;1 600,00 zł;0,00 zł;5 554,00 zł;
