Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Prąd;Transport;Obsługa;Inne;Suma;
;KUJAWSKO-POMORSKIE FORUM INNOWACJI, NAUKI, BIZNESU I SAMORZĄDU / Hotel Filmar / Toruń;2026-06-24;Studencki Jan;Nowa;38 147,50 zł;16 475,00 zł;7 665,00 zł;8 500,00 zł;700,00 zł;4 200,00 zł;41 840,00 zł;0,00 zł;117 527,50 zł;
