Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Prąd;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;Konferencja PTB / Kraków Novotel / Dominik;2026-06-09;Nikt;Zaakceptowana;2 626,00 zł;32,50 zł;2 119,00 zł;728,00 zł;364,00 zł;975,00 zł;500,00 zł;7 800,00 zł;0,00 zł;15 144,50 zł;
