Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Transport;Obsługa;Inne;Suma;
;UMP / Konferencja / Poznań;2026-07-20 10:34:29;Studencki Jan;Nowa;0,00 zł;0,00 zł;0,00 zł;0,00 zł;
