Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Oświetlenie;Transport;Obsługa;Inne;Suma;
;Krajowa Izba Radców Prawnych / Forum Równych Szans / Oświetlenie Młyńska;2026-08-07;Kuźma Dominik;Nowa;720,00 zł;300,00 zł;600,00 zł;0,00 zł;1 620,00 zł;
