Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Transport;Obsługa;Inne;Suma;
;Lagom / Eksperckie NeuroRozmowy / Gdańsk 2026 (nowa);2026-06-19;Studencki Jan;Nowa;1 749,00 zł;275,00 zł;1 562,00 zł;1 056,00 zł;1 575,00 zł;4 800,00 zł;0,00 zł;11 017,00 zł;
