Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Prąd;Transport;Obsługa;Inne;Suma;
;Przyjazna Polska / Gala Przedsiębiorstwo Fair Play / Warszawa;2026-07-22 07:11:44;Studencki Jan;Nowa;15 444,00 zł;2 047,50 zł;2 954,25 zł;3 445,00 zł;130,00 zł;0,00 zł;0,00 zł;0,00 zł;24 020,75 zł;
