Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Transport;Obsługa;Inne;Suma;
;Ferment kolektiv/transmisja premiery filmowej;2026-06-30;Piechnik Piotr;Nowa;715,00 zł;942,00 zł;1 350,00 zł;1 000,00 zł;4 007,00 zł;
