Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Transport;Obsługa;Inne;Suma;
;Oferta obsługi audiowizualnej wydarzenia: Gala rozdania nagród / Uniwersytet Medyczny w Poznaniu / Stadion Lecha / 2026;2026-06-22;Kuźma Dominik;Nowa;2 145,00 zł;783,00 zł;3 381,00 zł;1 515,00 zł;250,00 zł;5 800,00 zł;0,00 zł;13 874,00 zł;
