Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;GOK Sezam/Blusowo/Jezioro Lusowskie/2026;2026-07-04;Piechnik Piotr;Zaakceptowana;3 198,00 zł;390,00 zł;58,50 zł;500,00 zł;4 100,00 zł;0,00 zł;8 246,50 zł;
