Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Prąd;Transport;Obsługa;Inne;Suma;
;Punkt Expo/ dioda ENERGETAB/ Bielsko-Biała;2026-07-14 09:15:14;Pazder Antoni;Nowa;5 100,00 zł;120,00 zł;1 000,00 zł;4 800,00 zł;0,00 zł;11 020,00 zł;
