Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Nagłośnienie;Prąd;Transport;Obsługa;Inne;Suma;
;PIGMIUR / Agro Show / Bednary;2026-06-22;Studencki Jan;Nowa;27 156,25 zł;1 980,00 zł;264,00 zł;350,00 zł;12 800,00 zł;0,00 zł;42 550,25 zł;
