Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Nagłośnienie;Transport;Obsługa;Inne;Suma;
;Dobry Dźwięk/ PEPCO/ Poznań;2026-07-21 08:10:26;Pazder Antoni;Zaakceptowana;902,50 zł;47,50 zł;250,00 zł;900,00 zł;0,00 zł;2 100,00 zł;
