Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Nagłośnienie;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;Vienna House Easy Katowice/ FIFA workshop/ Katowice;2026-08-13 13:14:44;Pazder Antoni;Nowa;1 440,00 zł;3 408,00 zł;960,00 zł;250,00 zł;5 600,00 zł;0,00 zł;11 658,00 zł;
