Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;Lagom / Łódzki Dzień Dermatologiczny/ Łódź 2027;2026-08-13;Kuźma Dominik;Nowa;1 452,00 zł;137,50 zł;781,00 zł;616,00 zł;217,25 zł;1 125,00 zł;4 800,00 zł;0,00 zł;9 128,75 zł;
