Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Transport;Obsługa;Inne;Suma;
;Amako Expo / Energetab / Bielsko - Biała;2026-07-13;Studencki Jan;Nowa;4 192,50 zł;1 300,00 zł;4 000,00 zł;0,00 zł;9 492,50 zł;
