Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Prąd;Transport;Obsługa;Inne;Suma;
;Dobry Dźwięk/Duża dioda na hali nr 4 MTP/2026;2026-08-12;Piechnik Piotr;Nowa;19 995,00 zł;200,00 zł;0,00 zł;9 800,00 zł;0,00 zł;29 995,00 zł;
