;Zdjęcie;Nazwa pliku;Typ;Dodał;Komentarz;
;;img_1135.heic;Plik;Jan Studencki 2026-07-23 14:23:00;Edytuj;
;;img_1134.heic;Plik;Jan Studencki 2026-07-23 14:23:00;Edytuj;
;;img_1132.heic;Plik;Jan Studencki 2026-07-23 14:23:00;Edytuj;
;;img_1133.heic;Plik;Jan Studencki 2026-07-23 14:23:00;Edytuj;
