Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;Dobry Dźwięk/ dioda outdoor 8x3/ Barcinek;2026-05-27;Pazder Antoni;Nowa;8 900,00 zł;582,50 zł;80,00 zł;0,00 zł;0,00 zł;0,00 zł;9 562,50 zł;
