Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Nagłośnienie;Transport;Obsługa;Inne;Suma;
;Dobry Dźwięk/Cukrownia Znin/TERMIN DO POTWIERDZENIA/2026 opcja 1;2026-08-14;Piechnik Piotr;Nowa;1 495,00 zł;1 000,00 zł;550,00 zł;4 150,00 zł;0,00 zł;7 195,00 zł;
