Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Prąd;Transport;Obsługa;Inne;Suma;
;Solaris/ spotkanie z pracownikami/ Bolechowo/ VII 2026;2026-06-29 14:30:03;Kuźma Dominik;Nowa;6 711,00 zł;2 355,60 zł;2 022,00 zł;1 152,00 zł;96,00 zł;600,00 zł;7 200,00 zł;0,00 zł;20 136,60 zł;
