Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Transport;Obsługa;Inne;Suma;
;UAM/Infokiosk z montażem, transportem i konfiguracja;2026-06-30 12:17:22;Piechnik Piotr;Nowa;1 040,00 zł;500,00 zł;3 200,00 zł;600,00 zł;5 340,00 zł;
