Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Prąd;Transport;Obsługa;Inne;Suma;
;Dobry Dźwięk/ konferencja MARS/ Poznań/ 2026;2026-06-22 05:01:33;Pazder Antoni;Nowa;4 240,00 zł;220,00 zł;1 100,00 zł;280,00 zł;250,00 zł;3 400,00 zł;0,00 zł;9 490,00 zł;
