Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Nagłośnienie;Transport;Obsługa;Inne;Suma;
;PAMIS/ Śląskie Dni Zdrowia Kobiet 2026/ MCK Katowice;2026-08-04 09:06:58;Pazder Antoni;Nowa;2 686,00 zł;250,00 zł;13 700,00 zł;0,00 zł;16 636,00 zł;
