Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Oświetlenie;Prąd;Transport;Obsługa;Inne;Suma;
;PTWP/ 35years EHF anniversary/ MCK Katowice;2026-08-10 12:06:27;Pazder Antoni;Nowa;13 006,50 zł;1 943,50 zł;6 337,50 zł;260,00 zł;1 000,00 zł;12 500,00 zł;0,00 zł;35 047,50 zł;
