Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Transport;Obsługa;Inne;Suma;
;EventTotal/ kino plenerowe/ Sicienko;2026-08-03 13:26:56;Pazder Antoni;Nowa;3 150,00 zł;110,00 zł;600,00 zł;800,00 zł;1 800,00 zł;0,00 zł;6 460,00 zł;
