Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;Lagom / Ogólnopolska Konferencja Neuroradiologii i Radiologii Interwencyjnej PLTR / Józefów 2027;2026-06-22;Studencki Jan;Nowa;3 960,00 zł;375,00 zł;2 130,00 zł;1 680,00 zł;592,50 zł;1 660,00 zł;9 600,00 zł;0,00 zł;19 997,50 zł;
