Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Prąd;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;Alfa Event/ZOP/WCK Wrocław;2026-06-16 09:52:54;Nikt;Nowa;22 415,00 zł;2 580,00 zł;1 995,00 zł;1 600,00 zł;920,00 zł;860,00 zł;0,00 zł;0,00 zł;0,00 zł;30 370,00 zł;
