Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Transport;Obsługa;Inne;Suma;
;Alfa Konferencje / Forum Chorób Rzadkich / Novotel Warszawa Centrum / 2026;2026-07-13;Kuźma Dominik;Nowa;29 514,00 zł;14 478,00 zł;3 960,00 zł;6 744,00 zł;8 250,00 zł;19 400,00 zł;5 880,00 zł;88 226,00 zł;
