Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Transport;Obsługa;Inne;Suma;
;Lagom / Marcowy Dzień Neurologiczny / Szczecin 2027;2026-06-19;Studencki Jan;Nowa;1 314,50 zł;137,50 zł;781,00 zł;616,00 zł;1 285,00 zł;3 200,00 zł;0,00 zł;7 334,00 zł;
