Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Prąd;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;Solaris/ spotkanie z pracownikami/ Środa Wlkp.z transmisją / VII 2026;2026-06-29;Kuźma Dominik;Nowa;11 406,00 zł;1 015,80 zł;2 286,00 zł;414,00 zł;240,00 zł;54,00 zł;1 500,00 zł;12 300,00 zł;0,00 zł;29 215,80 zł;
