Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;ViaMedica/Nieswoiste choroby zapalne/Novotel Gdansk Marina/2026;2026-08-10;Piechnik Piotr;Nowa;21 780,00 zł;3 504,00 zł;2 790,00 zł;6 420,00 zł;210,00 zł;6 500,00 zł;21 200,00 zł;0,00 zł;62 404,00 zł;
