Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;EAJS / Konferencja japonistyczna / Aula UAM / 2026;2026-06-03;Nikt;Zaakceptowana;2 212,50 zł;333,75 zł;250,00 zł;1 600,00 zł;0,00 zł;4 396,25 zł;
