Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;Stage Sound/ Konferencja Biznesowa 2027/ Poznań;2026-07-14 10:51:38;Pazder Antoni;Nowa;29 607,50 zł;29 000,00 zł;840,00 zł;2 250,00 zł;19 100,00 zł;0,00 zł;80 797,50 zł;
