Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Transport;Obsługa;Inne;Suma;
;Termedia / 45 Kongres Polskiego Lekarskiego Towarzystwa Radiologicznego / Warszawa;2026-06-26;Studencki Jan;Nowa;134 310,00 zł;22 710,00 zł;45 420,00 zł;44 820,00 zł;0,00 zł;51 600,00 zł;0,00 zł;298 860,00 zł;
