Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Transport;Obsługa;Inne;Suma;
;Concordia Design/ROPS streaming/2026;2026-07-08;Piechnik Piotr;Nowa;1 885,00 zł;250,00 zł;5 400,00 zł;0,00 zł;7 535,00 zł;
