Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;Media AV/ Mistrzostwa w Kajakarstwie/ Malta Poznań;2026-07-14 06:48:07;Pazder Antoni;Nowa;13 350,00 zł;5 000,00 zł;120,00 zł;1 200,00 zł;8 800,00 zł;0,00 zł;28 470,00 zł;
