Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;Lagom / Poznański Dzień Dermatologiczny / Poznań 2026;2026-06-19;Studencki Jan;Nowa;1 452,00 zł;137,50 zł;781,00 zł;616,00 zł;217,25 zł;250,00 zł;4 000,00 zł;0,00 zł;7 453,75 zł;
