Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Transport;Obsługa;Inne;Suma;
;Standup Comedy/Paweł Chałupka/Kino Rialto;2026-06-24;Piechnik Piotr;Nowa;143,00 zł;3 250,00 zł;1 521,00 zł;500,00 zł;3 600,00 zł;0,00 zł;9 014,00 zł;
