;Zdjęcie;Nazwa pliku;Typ;Dodał;Komentarz;
;;ppntacm2026_koncert_amadeus_i_grupa_mocartaaula_uam2026_kopia.pdf;Plik;Michał Strykowski 2026-07-09 11:49:25;Edytuj;
;;ppntacm2026_koncert_amadeus_i_grupa_mocartaaula_uam2026.pdf;Plik;Michał Strykowski 2026-07-09 11:49:25;Edytuj;
