Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Prąd;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;PPNT/ACM 2026 koncert Amadeus i Grupa MoCarta/Aula UAM/2026;2026-06-16;Piechnik Piotr;Zaakceptowana;2 535,00 zł;338,00 zł;4 725,50 zł;3 165,50 zł;80,00 zł;130,00 zł;500,00 zł;6 800,00 zł;0,00 zł;18 274,00 zł;
