Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;DobryDźwięk/ event/ Słodownia +2/ Poznań;2026-07-22 13:06:34;Pazder Antoni;Nowa;5 485,00 zł;145,00 zł;40,00 zł;250,00 zł;3 400,00 zł;0,00 zł;9 320,00 zł;
