Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Transport;Obsługa;Inne;Suma;
;Emilia Vodo/Kino plenerowe/Białystok/2026;2026-07-10;Piechnik Piotr;Nowa;2 502,50 zł;32,50 zł;975,00 zł;2 515,00 zł;6 550,00 zł;3 250,00 zł;15 825,00 zł;
