Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;Dobry Dźwięk/ wmurowanie kamienia - otwarcie hali/ Świecko;2026-06-23 09:35:15;Pazder Antoni;Nowa;4 140,00 zł;145,00 zł;140,00 zł;850,00 zł;3 400,00 zł;0,00 zł;8 675,00 zł;
