Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;CK Zamek/ dioda 5x3m/ Ethno Port;2026-05-29;Pazder Antoni;Nowa;13 940,00 zł;660,00 zł;160,00 zł;300,00 zł;4 200,00 zł;0,00 zł;19 260,00 zł;
