Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Prąd;Inne;Transport;Obsługa;Inne;Suma;
;Baryła/event dioda 6x3 event/Gorzów Wielkopolski termin do ustalenia;2026-06-18;Piechnik Piotr;Zaakceptowana;5 742,00 zł;48,00 zł;420,00 zł;780,00 zł;3 300,00 zł;0,00 zł;10 290,00 zł;
