Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Prąd;Transport;Obsługa;Inne;Suma;
;PIGMIUR / Agro Sgow / Bednary (scena w namiocie);2026-06-25;Studencki Jan;Nowa;19 404,00 zł;2 684,00 zł;6 105,00 zł;330,00 zł;350,00 zł;8 600,00 zł;0,00 zł;37 473,00 zł;
