Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Prąd;Transport;Obsługa;Inne;Suma;
;Afekt/ konferencja VGP/ Poznań;2026-07-28 11:25:44;Pazder Antoni;Nowa;4 300,00 zł;270,00 zł;140,00 zł;300,00 zł;3 400,00 zł;0,00 zł;8 410,00 zł;
