Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Transport;Obsługa;Inne;Suma;
;Amako Expo / Nostra / Ptak Warsaw Expo;2026-08-07;Studencki Jan;Nowa;4 920,00 zł;1 570,00 zł;3 200,00 zł;7 020,00 zł;16 710,00 zł;
