Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Kratownice / Podesty / Elementy montażowe;Nagłośnienie;Oświetlenie;Prąd;IT/ SIEĆ;Transport;Obsługa;Inne;Suma;
;Galop/ Zjazd PTDL/ Hotel Gołębiewski Białystok/2026;2026-07-28 09:31:54;Pazder Antoni;Zaakceptowana;16 029,00 zł;477,75 zł;6 591,00 zł;3 997,50 zł;390,00 zł;87,75 zł;5 070,00 zł;14 150,00 zł;0,00 zł;46 793,00 zł;
