status;base_name;survivor_model_id;old_model_id;old_model_name;extracted_number;marker;item_id;old_item_number;new_item_number;old_item_name;new_item_name;note
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Sennheiser XS;;838;Rack 4x Mikrofon bezprzewodowy Sennheiser XS [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 12, 49, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure BLX;;254;Rack 4x Mikrofon bezprzewodowy Shure BLX [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure BLX;;255;Rack 4x Mikrofon bezprzewodowy Shure BLX [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure BLX;;839;Rack 4x Mikrofon bezprzewodowy Shure BLX;;NONE;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure BLX;;840;Rack 4x Mikrofon bezprzewodowy Shure BLX [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure BLX;;841;Rack 4x Mikrofon bezprzewodowy Shure BLX [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure BLX;;842;Rack 4x Mikrofon bezprzewodowy Shure BLX [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;256;Rack 4x Mikrofon bezprzewodowy Shure QLXD [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;257;Rack 4x Mikrofon bezprzewodowy Shure QLXD [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;258;Rack 4x Mikrofon bezprzewodowy Shure QLXD [3];3;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;259;Rack 4x Mikrofon bezprzewodowy Shure QLXD [4];4;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;260;Rack 4x Mikrofon bezprzewodowy Shure QLXD [5];5;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;261;Rack 4x Mikrofon bezprzewodowy Shure QLXD [6];6;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;843;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;NONE;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;844;Rack 4x Mikrofon bezprzewodowy Shure QLXD [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;845;Rack 4x Mikrofon bezprzewodowy Shure QLXD [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;846;Rack 4x Mikrofon bezprzewodowy Shure QLXD [4];4;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;847;Rack 4x Mikrofon bezprzewodowy Shure QLXD [5];5;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;Rack 4x Mikrofon bezprzewodowy Shure QLXD;;848;Rack 4x Mikrofon bezprzewodowy Shure QLXD [6];6;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 12, 8
DO_KONTROLI;"RACK Infokiosk 55""";;207;"RACK Infokiosk 55"" [01]";01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"RACK Infokiosk 55""";;208;"RACK Infokiosk 55"" [02]";02;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"RACK Infokiosk 55""";;209;"RACK Infokiosk 55"" [03]";03;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"RACK Infokiosk 55""";;210;"RACK Infokiosk 55"" [04]";04;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"RACK Infokiosk 55""";;788;"RACK Infokiosk 55""";;NONE;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"RACK Infokiosk 55""";;789;"RACK Infokiosk 55"" [01]";01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"RACK Infokiosk 55""";;790;"RACK Infokiosk 55"" [02]";02;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"RACK Infokiosk 55""";;791;"RACK Infokiosk 55"" [03]";03;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
DO_KONTROLI;RACK Ipad + AP Mikrotik;;211;RACK Ipad + AP Mikrotik [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 50
DO_KONTROLI;RACK Ipad + AP Mikrotik;;212;RACK Ipad + AP Mikrotik [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 50
DO_KONTROLI;RACK Ipad + AP Mikrotik;;213;RACK Ipad + AP Mikrotik [3];3;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 50
DO_KONTROLI;RACK Ipad + AP Mikrotik;;792;RACK Ipad + AP Mikrotik;;NONE;;;;;;różne kategorie: 49, 50
DO_KONTROLI;RACK Ipad + AP Mikrotik;;793;RACK Ipad + AP Mikrotik [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 50
DO_KONTROLI;RACK Ipad + AP Mikrotik;;794;RACK Ipad + AP Mikrotik [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 50
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;214;RACK Kamera Black Magic PRO 4K [01];01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 3
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;215;RACK Kamera Black Magic PRO 4K [02];02;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 3
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;216;RACK Kamera Black Magic PRO 4K [03];03;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 3
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;217;RACK Kamera Black Magic PRO 4K [04];04;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 3
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;218;RACK Kamera Black Magic PRO 4K [05];05;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 3
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;795;RACK Kamera Black Magic PRO 4K;;NONE;;;;;;różne kategorie: 49, 3
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;796;RACK Kamera Black Magic PRO 4K [01];01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 3
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;797;RACK Kamera Black Magic PRO 4K [02];02;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 3
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;798;RACK Kamera Black Magic PRO 4K [03];03;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 3
DO_KONTROLI;RACK Kamera Black Magic PRO 4K;;799;RACK Kamera Black Magic PRO 4K [04];04;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 3
PLAN;RACK Kamera Sony FX6;219;219;RACK Kamera Sony FX6 (zestaw 1);1;ZESTAW_PAREN;388;1;1;RACK Kamera Sony FX6 (zestaw 1) [1];RACK Kamera Sony FX6 [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;RACK Kamera Sony FX6;219;220;RACK Kamera Sony FX6 (zestaw 2);2;ZESTAW_PAREN;144;2;2;RACK Kamera Sony FX6 (zestaw 2) [2];RACK Kamera Sony FX6 [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
DO_KONTROLI;RACK Komputer produkcyjny DELL Precision 3440 SFF;;221;RACK Komputer produkcyjny DELL Precision 3440 SFF [01];01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 19, 47
DO_KONTROLI;RACK Komputer produkcyjny DELL Precision 3440 SFF;;222;RACK Komputer produkcyjny DELL Precision 3440 SFF [02];02;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 19, 47
DO_KONTROLI;RACK Komputer produkcyjny DELL Precision 3440 SFF;;223;RACK Komputer produkcyjny DELL Precision 3440 SFF [03];03;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 19, 47
DO_KONTROLI;RACK Komputer produkcyjny DELL Precision 3440 SFF;;224;RACK Komputer produkcyjny DELL Precision 3440 SFF [04];04;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 19, 47
DO_KONTROLI;RACK Komputer produkcyjny DELL Precision 3440 SFF;;804;RACK Komputer produkcyjny DELL Precision 3440 SFF;;NONE;;;;;;różne kategorie: 49, 19, 47
DO_KONTROLI;RACK Komputer produkcyjny DELL Precision 3440 SFF;;805;RACK Komputer produkcyjny DELL Precision 3440 SFF [01];01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 19, 47
DO_KONTROLI;RACK Komputer produkcyjny DELL Precision 3440 SFF;;806;RACK Komputer produkcyjny DELL Precision 3440 SFF [02];02;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 19, 47
DO_KONTROLI;RACK Komputer produkcyjny DELL Precision 3440 SFF;;807;RACK Komputer produkcyjny DELL Precision 3440 SFF [03];03;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 19, 47
DO_KONTROLI;RACK Mac Studio M1 Max;;225;RACK Mac Studio M1 Max [01];01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 22
DO_KONTROLI;RACK Mac Studio M1 Max;;226;RACK Mac Studio M1 Max [02];02;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 22
DO_KONTROLI;RACK Mac Studio M1 Max;;227;RACK Mac Studio M1 Max [03];03;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 22
DO_KONTROLI;RACK Mac Studio M1 Max;;228;RACK Mac Studio M1 Max [04];04;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 22
DO_KONTROLI;RACK Mac Studio M1 Max;;808;RACK Mac Studio M1 Max;;NONE;;;;;;różne kategorie: 49, 22
DO_KONTROLI;RACK Mac Studio M1 Max;;809;RACK Mac Studio M1 Max [01];01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 22
DO_KONTROLI;RACK Mac Studio M1 Max;;810;RACK Mac Studio M1 Max [02];02;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 22
DO_KONTROLI;RACK Mac Studio M1 Max;;811;RACK Mac Studio M1 Max [03];03;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 22
DO_KONTROLI;Rack MDG Atme;;262;Rack MDG Atme [01];01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 16, 48
DO_KONTROLI;Rack MDG Atme;;849;Rack MDG Atme;;NONE;;;;;;różne kategorie: 16, 48
DO_KONTROLI;RACK mikser kamerowy + monitor;;237;RACK mikser kamerowy + monitor [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 4, 49
DO_KONTROLI;RACK mikser kamerowy + monitor;;821;RACK mikser kamerowy + monitor;;NONE;;;;;;różne kategorie: 4, 49
DO_KONTROLI;"Rack Monitor dotykowy 98"" + statyw";;263;"Rack Monitor dotykowy 98"" + statyw [01]";01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"Rack Monitor dotykowy 98"" + statyw";;264;"Rack Monitor dotykowy 98"" + statyw [02]";02;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"Rack Monitor dotykowy 98"" + statyw";;850;"Rack Monitor dotykowy 98"" + statyw";;NONE;;;;;;różne kategorie: 49, 5
DO_KONTROLI;"Rack Monitor dotykowy 98"" + statyw";;851;"Rack Monitor dotykowy 98"" + statyw [01]";01;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 5
PLAN;Rack mównica BIAŁA;266;266;Rack mównica BIAŁA [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;114;1;1;Rack mównica BIAŁA [1];Rack mównica BIAŁA [1];Numer 1 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
PLAN;Rack mównica BIAŁA;266;267;Rack mównica BIAŁA [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;452;2;2;Rack mównica BIAŁA [2];Rack mównica BIAŁA [2];Numer 2 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
PLAN;Rack mównica BIAŁA;266;268;Rack mównica BIAŁA [3];3;NUMBER_SUFFIX_BRACKET_CONDITIONAL;351;3;3;Rack mównica BIAŁA [3];Rack mównica BIAŁA [3];Numer 3 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
PLAN;Rack mównica BIAŁA;266;269;Rack mównica BIAŁA [4];4;NUMBER_SUFFIX_BRACKET_CONDITIONAL;117;4;4;Rack mównica BIAŁA [4];Rack mównica BIAŁA [4];Numer 4 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
PLAN;Rack mównica BIAŁA;266;270;Rack mównica BIAŁA [5];5;NUMBER_SUFFIX_BRACKET_CONDITIONAL;125;5;5;Rack mównica BIAŁA [5];Rack mównica BIAŁA [5];Numer 5 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
PLAN;Rack mównica BIAŁA;266;271;Rack mównica BIAŁA [6];6;NUMBER_SUFFIX_BRACKET_CONDITIONAL;215;6;6;Rack mównica BIAŁA [6];Rack mównica BIAŁA [6];Numer 6 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
PLAN;Rack mównica BIAŁA;266;272;Rack mównica BIAŁA [7];7;NUMBER_SUFFIX_BRACKET_CONDITIONAL;118;7;7;Rack mównica BIAŁA [7];Rack mównica BIAŁA [7];Numer 7 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
PLAN;Rack mównica BIAŁA;266;273;Rack mównica BIAŁA [8];8;NUMBER_SUFFIX_BRACKET_CONDITIONAL;359;8;8;Rack mównica BIAŁA [8];Rack mównica BIAŁA [8];Numer 8 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
DO_KONTROLI;Rack mównica CZARNA;;274;Rack mównica CZARNA [10];10;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 6, 49
DO_KONTROLI;Rack mównica CZARNA;;275;Rack mównica CZARNA [9];9;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 6, 49
DO_KONTROLI;Rack mównica CZARNA;;861;Rack mównica CZARNA [9];9;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 6, 49
DO_KONTROLI;RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA;;231;RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 7, 49
DO_KONTROLI;RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA;;813;RACK Projektor Panasonic PT-EW540, 5000 lum., WXGA;;NONE;;;;;;różne kategorie: 7, 49
PLAN;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD;815;232;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;421;1;1;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [1];RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [1];Numer 1 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
PLAN;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD;815;233;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;367;2;2;RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [2];RACK Projektor Panasonic PT-MZ880B, 8000 lum., WUXGA, laserowy, LCD [2];Numer 2 przeniesiony z nazwy modelu (NUMBER_SUFFIX_BRACKET_CONDITIONAL)
DO_KONTROLI;RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP;;234;RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 7, 49
DO_KONTROLI;RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP;;818;RACK Projektor Panasonic PT-RZ970, 9400 lum., WUXGA, laserowy, DLP;;NONE;;;;;;różne kategorie: 7, 49
DO_KONTROLI;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD;;229;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 7
DO_KONTROLI;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD;;230;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 7
DO_KONTROLI;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD;;812;RACK Projektor PT-MZ882B, 8200 lum., WUXGA, laserowy, LCD [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 7
DO_KONTROLI;RACK spliter DMX + bramka artnet;;238;RACK spliter DMX + bramka artnet [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 16, 48
DO_KONTROLI;RACK spliter DMX + bramka artnet;;822;RACK spliter DMX + bramka artnet;;NONE;;;;;;różne kategorie: 16, 48
PLAN;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8;276;276;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 1);1;ZESTAW_PAREN;467;;1;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 1);Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8;276;277;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 2);2;ZESTAW_PAREN;320;;2;Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 (zestaw 2);Set stereo 2x mikrofonów pojemnościowych Austrian Audio CC8 [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
DO_KONTROLI;Stagebox Midas DL16 + Stagebox Behringer S16;;278;Stagebox Midas DL16 + Stagebox Behringer S16 [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 9, 8
DO_KONTROLI;Stagebox Midas DL16 + Stagebox Behringer S16;;915;Stagebox Midas DL16 + Stagebox Behringer S16;;NONE;;;;;;różne kategorie: 9, 8
DO_KONTROLI;W-DMX;;279;W-DMX (zestaw 1);1;ZESTAW_PAREN;;;;;;różne kategorie: 17, 48
DO_KONTROLI;W-DMX;;280;W-DMX (zestaw 2);2;ZESTAW_PAREN;;;;;;różne kategorie: 17, 48
DO_KONTROLI;W-DMX;;945;W-DMX (zestaw 1);1;ZESTAW_PAREN;;;;;;różne kategorie: 17, 48
DO_KONTROLI;W-DMX;;946;W-DMX (zestaw 2);2;ZESTAW_PAREN;;;;;;różne kategorie: 17, 48
DO_KONTROLI;Walizka z mikrofonami;;281;Walizka z mikrofonami [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 29
DO_KONTROLI;Walizka z mikrofonami;;282;Walizka z mikrofonami [2];2;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 29
DO_KONTROLI;Walizka z mikrofonami;;947;Walizka z mikrofonami [1];1;NUMBER_SUFFIX_BRACKET_CONDITIONAL;;;;;;różne kategorie: 49, 29
