status;base_name;survivor_model_id;old_model_id;old_model_name;extracted_number;marker;item_id;old_item_number;new_item_number;old_item_name;new_item_name;note
PLAN;10 x LedBar TRIBAR 400 IR;3;3;10 x LedBar TRIBAR 400 IR (zestaw 1);1;ZESTAW_PAREN;90;;1;10 x LedBar TRIBAR 400 IR (zestaw 1);10 x LedBar TRIBAR 400 IR [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;10 x LedBar TRIBAR 400 IR;3;4;10 x LedBar TRIBAR 400 IR (zestaw 2);2;ZESTAW_PAREN;11;;2;10 x LedBar TRIBAR 400 IR (zestaw 2);10 x LedBar TRIBAR 400 IR [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;10 x LedBar TRIBAR 400 IR;3;5;10 x LedBar TRIBAR 400 IR (zestaw 3);3;ZESTAW_PAREN;158;;3;10 x LedBar TRIBAR 400 IR (zestaw 3);10 x LedBar TRIBAR 400 IR [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;10 x LedBar TRIBAR 400 IR;3;6;10 x LedBar TRIBAR 400 IR (zestaw 4);4;ZESTAW_PAREN;433;;4;10 x LedBar TRIBAR 400 IR (zestaw 4);10 x LedBar TRIBAR 400 IR [4];Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Aktywna kolumna DAS Audio Action-508A;7;7;2 x Aktywna kolumna DAS Audio Action-508A (zestaw 1);1;ZESTAW_PAREN;148;;1;2 x Aktywna kolumna DAS Audio Action-508A (zestaw 1);2 x Aktywna kolumna DAS Audio Action-508A [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Aktywna kolumna DAS Audio Action-508A;7;8;2 x Aktywna kolumna DAS Audio Action-508A (zestaw 2);2;ZESTAW_PAREN;220;;2;2 x Aktywna kolumna DAS Audio Action-508A (zestaw 2);2 x Aktywna kolumna DAS Audio Action-508A [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Aktywna kolumna Proel WD12A;9;9;2 x Aktywna kolumna Proel WD12A (zestaw 1);1;ZESTAW_PAREN;123;;1;2 x Aktywna kolumna Proel WD12A (zestaw 1);2 x Aktywna kolumna Proel WD12A [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Aktywna kolumna Proel WD12A;9;10;2 x Aktywna kolumna Proel WD12A (zestaw 2);2;ZESTAW_PAREN;82;;2;2 x Aktywna kolumna Proel WD12A (zestaw 2);2 x Aktywna kolumna Proel WD12A [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Kolumna pasywna L'Acoustics X12;12;12;2 x Kolumna pasywna L'Acoustics X12 (zestaw 1);1;ZESTAW_PAREN;221;;1;2 x Kolumna pasywna L'Acoustics X12 (zestaw 1);2 x Kolumna pasywna L'Acoustics X12 [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Kolumna pasywna L'Acoustics X12;12;13;2 x Kolumna pasywna L'Acoustics X12 (zestaw 2);2;ZESTAW_PAREN;217;;2;2 x Kolumna pasywna L'Acoustics X12 (zestaw 2);2 x Kolumna pasywna L'Acoustics X12 [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Kolumna pasywna L'Acoustics X8;14;14;2 x Kolumna pasywna L'Acoustics X8 (zestaw 1);1;ZESTAW_PAREN;107;;1;2 x Kolumna pasywna L'Acoustics X8 (zestaw 1);2 x Kolumna pasywna L'Acoustics X8 [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Kolumna pasywna L'Acoustics X8;14;15;2 x Kolumna pasywna L'Acoustics X8 (zestaw 2);2;ZESTAW_PAREN;393;;2;2 x Kolumna pasywna L'Acoustics X8 (zestaw 2);2 x Kolumna pasywna L'Acoustics X8 [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p];16;16;2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p] (zestaw 1);1;ZESTAW_PAREN;71;2;1;2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p] (zestaw 1) [2];2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p] [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p];16;17;2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p] (zestaw 2);2;ZESTAW_PAREN;357;1;2;2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p] (zestaw 2) [1];2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p] [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p];16;18;2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p] (zestaw 3);3;ZESTAW_PAREN;137;3;3;2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p] (zestaw 3) [3];2 x LAPTOP DO GŁOSOWAŃ [Lenovo T540p] [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;19;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 1);1;ZESTAW_PAREN;394;1;1;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 1) [1];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;21;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 2);2;ZESTAW_PAREN;228;2;2;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 2) [2];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;22;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 3);3;ZESTAW_PAREN;34;3;3;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 3) [3];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;23;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 4);4;ZESTAW_PAREN;94;4;4;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 4) [4];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [4];Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;24;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 5);5;ZESTAW_PAREN;187;5;5;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 5) [5];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [5];Numer 5 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;25;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 6);6;ZESTAW_PAREN;224;6;6;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 6) [6];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [6];Numer 6 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;26;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 7);7;ZESTAW_PAREN;178;7;7;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 7) [7];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [7];Numer 7 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;27;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 8);8;ZESTAW_PAREN;64;8;8;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 8) [8];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [8];Numer 8 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;28;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 9);9;ZESTAW_PAREN;169;9;9;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 9) [9];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [9];Numer 9 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450];19;20;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 10);10;ZESTAW_PAREN;111;10;10;2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] (zestaw 10) [10];2 x LAPTOP POMOCNICZNY [Dell Latitude E5450] [10];Numer 10 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;40;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 1);1;ZESTAW_PAREN;355;1;1;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 1) [1];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;47;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 2);2;ZESTAW_PAREN;210;2;2;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 2) [2];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;48;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 3);3;ZESTAW_PAREN;395;3;3;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 3) [3];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;29;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] (zestaw 4);4;ZESTAW_PAREN;168;4;4;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] (zestaw 4) [4];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [4];Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;49;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 5);5;ZESTAW_PAREN;3;5;5;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 5) [5];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [5];Numer 5 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;50;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 6);6;ZESTAW_PAREN;149;6;6;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 6) [6];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [6];Numer 6 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;51;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 7);7;ZESTAW_PAREN;468;7;7;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 7) [7];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [7];Numer 7 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;52;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 8);8;ZESTAW_PAREN;101;8;8;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 8) [8];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [8];Numer 8 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;53;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 9);9;ZESTAW_PAREN;366;9;9;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 9) [9];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [9];Numer 9 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;41;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 10);10;ZESTAW_PAREN;323;10;10;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 10) [10];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [10];Numer 10 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;42;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 11);11;ZESTAW_PAREN;385;11;11;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 11) [11];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [11];Numer 11 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;43;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 12);12;ZESTAW_PAREN;427;12;12;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 12) [12];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [12];Numer 12 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;44;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 13);13;ZESTAW_PAREN;162;13;13;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 13) [13];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [13];Numer 13 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;45;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 14);14;ZESTAW_PAREN;198;14;14;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 14) [14];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [14];Numer 14 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL Latitude 5440];29;46;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 15);15;ZESTAW_PAREN;415;15;15;2 x LAPTOP REALIZACYJNY [Dell Latitude 5440] (zestaw 15) [15];2 x LAPTOP REALIZACYJNY [DELL Latitude 5440] [15];Numer 15 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;54;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 1);1;ZESTAW_PAREN;371;;1;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 1);2 x Laptop REALIZACYJNY [Dell Precision 3520] [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;56;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 2);2;ZESTAW_PAREN;410;;2;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 2);2 x Laptop REALIZACYJNY [Dell Precision 3520] [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;57;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 3);3;ZESTAW_PAREN;183;;3;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 3);2 x Laptop REALIZACYJNY [Dell Precision 3520] [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;58;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 4);4;ZESTAW_PAREN;113;4;4;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 4) [4];2 x Laptop REALIZACYJNY [Dell Precision 3520] [4];Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;59;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 5);5;ZESTAW_PAREN;478;5;5;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 5) [5];2 x Laptop REALIZACYJNY [Dell Precision 3520] [5];Numer 5 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;60;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 6);6;ZESTAW_PAREN;78;6;6;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 6) [6];2 x Laptop REALIZACYJNY [Dell Precision 3520] [6];Numer 6 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;61;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 7);7;ZESTAW_PAREN;102;7;7;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 7) [7];2 x Laptop REALIZACYJNY [Dell Precision 3520] [7];Numer 7 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;62;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 8);8;ZESTAW_PAREN;83;8;8;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 8) [8];2 x Laptop REALIZACYJNY [Dell Precision 3520] [8];Numer 8 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;63;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 9);9;ZESTAW_PAREN;91;9;9;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 9) [9];2 x Laptop REALIZACYJNY [Dell Precision 3520] [9];Numer 9 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [Dell Precision 3520];54;55;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 10);10;ZESTAW_PAREN;37;10;10;2 x Laptop REALIZACYJNY [Dell Precision 3520] (zestaw 10) [10];2 x Laptop REALIZACYJNY [Dell Precision 3520] [10];Numer 10 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;30;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 1);1;ZESTAW_PAREN;174;1;1;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 1) [1];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;32;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 2);2;ZESTAW_PAREN;52;2;2;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 2) [2];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;33;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 3);3;ZESTAW_PAREN;179;3;3;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 3) [3];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;34;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 4);4;ZESTAW_PAREN;389;4;4;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 4) [4];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [4];Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;35;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 5);5;ZESTAW_PAREN;360;5;5;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 5) [5];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [5];Numer 5 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;36;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 6);6;ZESTAW_PAREN;232;6;6;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 6) [6];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [6];Numer 6 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;37;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 7);7;ZESTAW_PAREN;46;7;7;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 7) [7];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [7];Numer 7 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;38;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 8);8;ZESTAW_PAREN;121;8;8;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 8) [8];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [8];Numer 8 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;39;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 9);9;ZESTAW_PAREN;161;9;9;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 9) [9];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [9];Numer 9 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14];30;31;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 10);10;ZESTAW_PAREN;356;10;10;2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] (zestaw 10) [10];2 x LAPTOP REALIZACYJNY [DELL PRO PLUS 14] [10];Numer 10 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4];64;64;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 1);1;ZESTAW_PAREN;435;1;1;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 1) [1];2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4];64;65;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 2);2;ZESTAW_PAREN;119;2;2;2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] (zestaw 2) [2];2 x Laptop REALIZACYJNY [MacBook Pro 14 cali M4] [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Martin MAC Quantum Profile;66;66;2 x Martin MAC Quantum Profile (zestaw 1);1;ZESTAW_PAREN;480;;1;2 x Martin MAC Quantum Profile (zestaw 1);2 x Martin MAC Quantum Profile [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Martin MAC Quantum Profile;66;67;2 x Martin MAC Quantum Profile (zestaw 2);2;ZESTAW_PAREN;390;;2;2 x Martin MAC Quantum Profile (zestaw 2);2 x Martin MAC Quantum Profile [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor 32""";68;68;"2 x Monitor 32"" (zestaw 1)";1;ZESTAW_PAREN;441;;1;"2 x Monitor 32"" (zestaw 1)";"2 x Monitor 32"" [1]";Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor 32""";68;69;"2 x Monitor 32"" (zestaw 2)";2;ZESTAW_PAREN;199;;2;"2 x Monitor 32"" (zestaw 2)";"2 x Monitor 32"" [2]";Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor 32""";68;70;"2 x Monitor 32"" (zestaw 3)";3;ZESTAW_PAREN;41;;3;"2 x Monitor 32"" (zestaw 3)";"2 x Monitor 32"" [3]";Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor 43""";71;71;"2 x Monitor 43"" (zestaw 1)";1;ZESTAW_PAREN;405;1;1;"2 x Monitor 43"" (zestaw 1) [1]";"2 x Monitor 43"" [1]";Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor 43""";71;72;"2 x Monitor 43"" (zestaw 2)";2;ZESTAW_PAREN;133;2;2;"2 x Monitor 43"" (zestaw 2) [2]";"2 x Monitor 43"" [2]";Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;"2 x Monitor 43""";71;73;"2 x Monitor 43"" (zestaw 3)";3;ZESTAW_PAREN;391;3;3;"2 x Monitor 43"" (zestaw 3) [3]";"2 x Monitor 43"" [3]";Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Monitor 55'';74;74;2 x Monitor 55'' (zestaw 1);1;ZESTAW_PAREN;103;;1;2 x Monitor 55'' (zestaw 1);2 x Monitor 55'' [1];Numer 1 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Monitor 55'';74;75;2 x Monitor 55'' (zestaw 2);2;ZESTAW_PAREN;66;;2;2 x Monitor 55'' (zestaw 2);2 x Monitor 55'' [2];Numer 2 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Monitor 55'';74;76;2 x Monitor 55'' (zestaw 3);3;ZESTAW_PAREN;417;;3;2 x Monitor 55'' (zestaw 3);2 x Monitor 55'' [3];Numer 3 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Monitor 55'';74;77;2 x Monitor 55'' (zestaw 4);4;ZESTAW_PAREN;408;;4;2 x Monitor 55'' (zestaw 4);2 x Monitor 55'' [4];Numer 4 przeniesiony z nazwy modelu (ZESTAW_PAREN)
PLAN;2 x Monitor 55'';74;78;2 x Monitor 55'' (zestaw 5);5;ZESTAW_PAREN;443;;5;2 x Monitor 55'' (zestaw 5);2 x Monitor 55'' [5];Numer 5 przeniesiony z nazwy modelu (ZESTAW_PAREN)
