Duplikuj;Nazwa Projektu;Data sporządzenia ofery;Przygotował;Status;Multimedia;Nagłośnienie;Oświetlenie;Transport;Obsługa;Inne;Suma;
;Partner / IFA / Berlin (MAMMOTION AV);2026-07-21 10:49:41;Studencki Jan;Nowa;12 300,00 zł;1 005,00 zł;1 665,00 zł;1 335,00 zł;13 800,00 zł;0,00 zł;30 105,00 zł;
